ID,Occupant,Address,City,State,ZipCode,FIPS,Phone,Publisher,Year
200528880,MIRANDA LEIGH SHEPLEY ATTORNEY,74|NORTH ST,PITTSFIELD,MA,1201,25003,4134992666,InfoGroup,2005
200529127,WEST SIDE CLOCKS,449|NORTH ST,PITTSFIELD,MA,1201,25003,4134425484,InfoGroup,2005
200529186,LAKESIDE CAMP & CONFERENCE CTR,195|CLOVERDALE ST,PITTSFIELD,MA,1201,25003,4134478930,InfoGroup,2005
200528921,JIFFY LUBE,1050|SOUTH ST,PITTSFIELD,MA,1201,25003,4134482400,InfoGroup,2005
200529196,TACONIC VALLEY TRUCKING,1644|EAST ST,PITTSFIELD,MA,1201,25003,4134434997,InfoGroup,2005
200529247,LIBERTY PIZZA,308|NORTH ST,PITTSFIELD,MA,1201,25003,4134997779,InfoGroup,2005
200529020,CHARLES WEBB CO INC,152|NORTH ST,PITTSFIELD,MA,1201,25003,4134454484,InfoGroup,2005
200529069,BMC HILLCREST CAMPUS THOMAS,165|TOR CT,PITTSFIELD,MA,1201,25003,4134421400,InfoGroup,2005
200529328,KUSHI & MYERS PC,21|HENRY AVE,PITTSFIELD,MA,1201,25003,4134434731,InfoGroup,2005
200529067,NOTRE DAME RECTORY,50|MELVILLE ST,PITTSFIELD,MA,1201,25003,4134992736,InfoGroup,2005
200529157,CARR HARDWARE,537|NORTH ST,PITTSFIELD,MA,1201,25003,4134435611,InfoGroup,2005
200529385,PAPER BOY APPAREL,542|TYLER ST,PITTSFIELD,MA,1201,25003,4134424655,InfoGroup,2005
200529471,PELLEGRINI SEELEY RYAN,27|HENRY AVE,PITTSFIELD,MA,1201,25003,4134457750,InfoGroup,2005
200529248,MASSACHUSETTS SOCIETY,53|EAGLE ST,PITTSFIELD,MA,1201,25003,4132365656,InfoGroup,2005
200529325,DE MARTINO PHYSICAL THERAPY,1450|EAST ST,PITTSFIELD,MA,1201,25003,4134420610,InfoGroup,2005
200529541,FREEDMAN DE ROSA & RONDEAU,27|WILLIS ST,PITTSFIELD,MA,1201,25003,4134456400,InfoGroup,2005
200529359,SIMONS SMITH & GERARD,75|NORTH ST,PITTSFIELD,MA,1201,25003,4134422731,InfoGroup,2005
200529427,MR ROOTER,17|GROVE ST,PITTSFIELD,MA,1201,25003,4134438222,InfoGroup,2005
200529618,FAMILY DOLLAR STORE,457|DALTON AVE,PITTSFIELD,MA,1201,25003,4134478213,InfoGroup,2005
200529704,ZUCCHIN'S,1331|NORTH ST,PITTSFIELD,MA,1201,25003,4134422777,InfoGroup,2005
200529485,CARDS SMART,555|HUBBARD AVE,PITTSFIELD,MA,1201,25003,4134421729,InfoGroup,2005
200529560,TOWER VENTURES,40|WEST ST,PITTSFIELD,MA,1201,25003,4134477712,InfoGroup,2005
200529782,,56|BARTLETT AVE,PITTSFIELD,MA,1201,25003,4134991693,InfoGroup,2005
200529589,MAMMOGRAPHY OFFICE-BERKSHIRE,777|NORTH ST,PITTSFIELD,MA,1201,25003,4134998591,InfoGroup,2005
200529640,BY DESIGN LANDSCAPING,58|GARLAND AVE,PITTSFIELD,MA,1201,25003,4134993498,InfoGroup,2005
200529855,U-DRIVE BOAT RENTAL,990|VALENTINE RD,PITTSFIELD,MA,1201,25003,4134427020,InfoGroup,2005
200529911,DRAPERY FACTORY,32|NORTH ST,PITTSFIELD,MA,1201,25003,4134482898,InfoGroup,2005
200529693,BLIMPIE SUBS & SALADS,18|1T ST,PITTSFIELD,MA,1201,25003,4134420003,InfoGroup,2005
200529767,BERKSHIRE ORTHOPAEDIC ASSOC,41|WAHCONAH ST,PITTSFIELD,MA,1201,25003,4134996600,InfoGroup,2005
200530016,DUG-OUT MOTEL,99|HOWLAND AVE,ADAMS,MA,1220,25003,4137439737,InfoGroup,2005
200529793,ELECTRIC SUPPLY & REPAIR CO,85|HAWTHORNE AVE,PITTSFIELD,MA,1201,25003,4134421539,InfoGroup,2005
200529842,LIGHTING STUDIO,471|NORTH ST,PITTSFIELD,MA,1201,25003,4134420949,InfoGroup,2005
200530109,AL'S SERVICE CTR,95|COMMERCIAL ST,ADAMS,MA,1220,25003,4137437797,InfoGroup,2005
200530186,MONEY CONCEPTS,44|SPRING ST,ADAMS,MA,1220,25003,4137437277,InfoGroup,2005
200529921,PITTSFIELD CITY PARK COMM,874|NORTH ST,PITTSFIELD,MA,1201,25003,4134999343,InfoGroup,2005
200529967,PITTSFIELD VISION ASSOC,1450|EAST ST,PITTSFIELD,MA,1201,25003,4134454003,InfoGroup,2005
200530272,FAMILY EYE CARE,19|DEPOT ST,ADAMS,MA,1220,25003,4137439820,InfoGroup,2005
200529963,EAST STREET VIDEO,10|LYMAN ST,PITTSFIELD,MA,1201,25003,4134432000,InfoGroup,2005
200530051,GREYLOCK FEDERAL CREDIT UNION,2|PARK ST,ADAMS,MA,1220,25003,4137437333,InfoGroup,2005
200530330,PAUL & CHERYL CLERMONT PHTGRPH,41|PARK ST,ADAMS,MA,1220,25003,4137433002,InfoGroup,2005
200530370,CAWLEY MACHINE & TOOL,1087|S WASHINGTON STATE RD,WASHINGTON,MA,1223,25003,4136238730,InfoGroup,2005
200530111,COAKLEY PIERPAN DOLAN/COLLINS,1|COMMERCIAL ST,ADAMS,MA,1220,25003,4137437000,InfoGroup,2005
200530150,BERKSHIRE COUNTY NETWORK,17|DEPOT ST,ADAMS,MA,1220,25003,4137437044,InfoGroup,2005
200530468,WINTER BROOK FARM ANTIQUES,450|N STATE RD,CHESHIRE,MA,1225,25003,4137432177,InfoGroup,2005
200530538,SALDO AUTO SALVAGE,38|NOBODYS RD,CHESHIRE,MA,1225,25003,4134428180,InfoGroup,2005
200530221,,11|PINNACLE DR,ADAMS,MA,1220,25003,4137435428,InfoGroup,2005
200530560,,1901|S STATE RD,CHESHIRE,MA,1225,25003,4134420325,InfoGroup,2005
200530607,DALTON PUBLIC HEALTH NURSE,462|MAIN ST,DALTON,MA,1226,25003,4136846111,InfoGroup,2005
200530350,CASIVANT REPAIR,469|CLAYTON RD,ASHLEY FALLS,MA,1222,25003,4132298087,InfoGroup,2005
200530423,CESCO PLUMBING & HEATING,8|ROUTE,BECKET,MA,1223,25003,4136235323,InfoGroup,2005
200530690,BERKSHIRE BUCCANEERS FENCING,399|MAIN ST,DALTON,MA,1226,25003,4136845254,InfoGroup,2005
200530743,AVIATION DIGEST,231|CLEVELAND RD,DALTON,MA,1226,25003,4136840011,InfoGroup,2005
200530508,DIANE'S TWIST,13|MAIN ST,CHESHIRE,MA,1225,25003,4137439776,InfoGroup,2005
200530774,DALTON COMMUNITY CABLE ASSOC,151|PARK AVE,DALTON,MA,1226,25003,4136844441,InfoGroup,2005
200530812,CAIN HIBBARD MYERS & COOK,309|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135284771,InfoGroup,2005
200530602,DALTON COUNCIL ON AGING,400|MAIN ST,DALTON,MA,1226,25003,4136842000,InfoGroup,2005
200530648,DALTON CO-OP NURSERY SCHOOL,514|MAIN ST,DALTON,MA,1226,25003,4136841064,InfoGroup,2005
200530929,APPALACHIAN MT CLUB REGIONAL,964|S MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135286333,InfoGroup,2005
200530759,DALTON MEDICAL ASSOC,33|NORTH ST,DALTON,MA,1226,25003,4136842116,InfoGroup,2005
200530966,DELAIR & EDWARDS,20|LEWIS AVE,GREAT BARRINGTON,MA,1230,25003,4135280181,InfoGroup,2005
200531014,CHILDREN'S HEALTH PROGRAM INC,940|S MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135280721,InfoGroup,2005
200530884,,27|LEWIS AVE,GREAT BARRINGTON,MA,1230,25003,4136446477,InfoGroup,2005
200530947,YARMOSKY PEDIATRIC DENTISTRY,100|MAPLE AVE,GREAT BARRINGTON,MA,1230,25003,4135284490,InfoGroup,2005
200531071,EAST MOUNTAIN MEDICAL,780|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135282418,InfoGroup,2005
200530957,HEVREH OF SOUTH BERSHIRE,270|STATE RD,GREAT BARRINGTON,MA,1230,25003,4135286378,InfoGroup,2005
200531044,E CALIGARI & SON INC,75|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135280030,InfoGroup,2005
200531158,SOUTHERN BERKSHIRE POWER EQUIP,645|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135289223,InfoGroup,2005
200531238,CHRISTOPHER VLCEK ARCHITECT,32|MAHAIWE ST,GREAT BARRINGTON,MA,1230,25003,4135285571,InfoGroup,2005
200531136,HOUSATONIC FINE ART,410|PARK ST N,GREAT BARRINGTON,MA,1230,25003,4132741139,InfoGroup,2005
200531257,GREAT BARRINGTON HWY MNTNC,14|EAST ST,GREAT BARRINGTON,MA,1230,25003,4135282500,InfoGroup,2005
200531314,SOUTHERN BERKSHIRE ELDERLY,909|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135284773,InfoGroup,2005
200531203,SOUTH BERKSHIRE CHAMBER,362|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135281510,InfoGroup,2005
200531274,MACONY PEDIATRICS,100|MAPLE AVE,GREAT BARRINGTON,MA,1230,25003,4135284047,InfoGroup,2005
200531432,JOHN DEWEY ACADEMY,389|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135289800,InfoGroup,2005
200531299,M R WHITE APPRAISALS,72|STOCKBRIDGE RD,GREAT BARRINGTON,MA,1230,25003,4135284427,InfoGroup,2005
200531338,T P SADDLEBLANKET & TRADING,304|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135289400,InfoGroup,2005
200531510,NOTECENTRAL,227|STOCKBRIDGE RD,GREAT BARRINGTON,MA,1230,25003,4135283354,InfoGroup,2005
200531552,CREATIVE BUILDING SOLUTIONS,410|PARK ST N,GREAT BARRINGTON,MA,1230,25003,4132746084,InfoGroup,2005
200531417,CARR HARDWARE SUPPLY,256|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135284520,InfoGroup,2005
200531569,CAMPOLI & CAMPOLI PC,268|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135285522,InfoGroup,2005
200531658,ROGAN STUDIOS,2|STILLWELL ST,GREAT BARRINGTON,MA,1230,25003,4136449944,InfoGroup,2005
200531532,SMITH WATSON & CO,406|MAIN ST,GREAT BARRINGTON,MA,1230,25003,4135281111,InfoGroup,2005
200531587,CITY MOVERS,57|LAKE BUEL RD,GREAT BARRINGTON,MA,1230,25003,4135288202,InfoGroup,2005
200531715,WONDERFUL THINGS,232|STOCKBRIDGE RD,GREAT BARRINGTON,MA,1230,25003,4135282473,InfoGroup,2005
200531666,A G EDWARDS & SONS INC,50|CASTLE ST,GREAT BARRINGTON,MA,1230,25003,4135284484,InfoGroup,2005
200531823,SCOTT'S ELECTRIC,55|ASHMERE DR,HINSDALE,MA,1235,25003,4136550279,InfoGroup,2005
200531880,TROIANO & SONS BUILDERS INC,10|LINDA LN,HOUSATONIC,MA,1236,25003,4132741101,InfoGroup,2005
200531787,FIRE DEPT,183|ROUTE,PERU,MA,1235,25003,4136558811,InfoGroup,2005
200531814,PERU TOWN HALL,3|E MAIN RD,PERU,MA,1235,25003,4136558312,InfoGroup,2005
200531830,HINSDALE TOWN COUNCIL ON AGING,39|SOUTH ST,HINSDALE,MA,1235,25003,4136552310,InfoGroup,2005
200531896,GREAT BARRINGTON POTTERY,41|ROUTE,HOUSATONIC,MA,1236,25003,4132746666,InfoGroup,2005
200532033,BERKSHIRE PENDLETON,7|ROUTE,LANESBORO,MA,1237,25003,4134436822,InfoGroup,2005
200532113,CHRISTIAN HARVEST CTR,199|MALLERY RD,NEW ASHFORD,MA,1237,25003,4134581083,InfoGroup,2005
200531995,LANESBORO HAIR DESIGN,87|S MAIN ST,LANESBORO,MA,1237,25003,4134996115,InfoGroup,2005
200532040,GIRARD CUSTOM CUT HARDWOOD,28|BRIDGE ST,LANESBORO,MA,1237,25003,4134427585,InfoGroup,2005
200532183,ZABIAN'S JEWELERS,15|MAIN ST,LEE,MA,1238,25003,4132430508,InfoGroup,2005
200532240,TRI-TOWN PAVING INC,255|WATER ST,LEE,MA,1238,25003,4132431551,InfoGroup,2005
200532121,,98|BRODIE MOUNTAIN RD,LANESBORO,MA,1237,25003,4134423434,InfoGroup,2005
200532288,MC CLELLAND DRUG STORE,43|MAIN ST,LEE,MA,1238,25003,4132430135,InfoGroup,2005
200532307,LEE FAMILY DENTISTRY,17|FRANKLIN ST,LEE,MA,1238,25003,4132430098,InfoGroup,2005
200532153,AARDENBURG ANTIQUES,144|W PARK ST,LEE,MA,1238,25003,4132430001,InfoGroup,2005
200532212,MONARCH CENTER,610|LAUREL ST,LEE,MA,1238,25003,4132432727,InfoGroup,2005
200532406,CHAMBERY INN,1|ELM ST,LEE,MA,1238,25003,4132432221,InfoGroup,2005
200532444,HAGGAR CLOTHING CO,50|WATER ST,LEE,MA,1238,25003,4132432400,InfoGroup,2005
200532332,BAGEL SMITH,33|PARK PLZ,LEE,MA,1238,25003,4132434041,InfoGroup,2005
200532381,DECKER & CO,33|PARK PLZ,LEE,MA,1238,25003,4132434083,InfoGroup,2005
200532521,LEE CITGO QUICK MART LLC,55|HOUSATONIC ST,LEE,MA,1238,25003,4132436443,InfoGroup,2005
200532394,BERKSHIRE BANK,1|PARK ST,LEE,MA,1238,25003,4132431800,InfoGroup,2005
200532501,ADVOCATE,14|PARK ST,LEE,MA,1238,25003,4132430380,InfoGroup,2005
200532559,BERKSHIRE MECHICANICAL CORP,73|W CENTER ST,LEE,MA,1238,25003,4132434029,InfoGroup,2005
200532609,SUNSET MOTEL,150|HOUSATONIC ST,LEE,MA,1238,25003,4132430302,InfoGroup,2005
200532603,LEE FAMILY PRACTICE,11|QUARRY HILL RD,LEE,MA,1238,25003,4132430536,InfoGroup,2005
200532681,CRANWELL RESORT & GOLF CLUB,55|LEE RD,LENOX,MA,1240,25003,4136371346,InfoGroup,2005
200532660,NEJAIME'S WINE & LIQUOR,444|PITTSFIELD RD,LENOX,MA,1240,25003,4134482828,InfoGroup,2005
200532714,,45|WALKER ST,LENOX,MA,1240,25003,4136370933,InfoGroup,2005
200532828,LENOX COMMUNITY CTR,65|WALKER ST,LENOX,MA,1240,25003,4136375530,InfoGroup,2005
200532933,A NEW LEAF,4|LIME KILN RD,LENOX,MA,1240,25003,4136374064,InfoGroup,2005
200532758,CAFE LUCIA,80|CHURCH ST,LENOX,MA,1240,25003,4136372640,InfoGroup,2005
200532944,GOLF DAY,439|PITTSFIELD RD,LENOX,MA,1240,25003,4134969815,InfoGroup,2005
200533012,PRO GLASS & ALUMINUM,480|HOUSATONIC ST,LENOX,MA,1240,25003,4136374578,InfoGroup,2005
200532840,TRIMESTERS MATERNITY,11|PINECREST DR,LENOX,MA,1240,25003,4135288854,InfoGroup,2005
200532863,RICHARD C MEARS INC,5|GREENWOOD ST,LENOX,MA,1240,25003,4136370975,InfoGroup,2005
200533112,BERTELLI ELECTRIC,12|STEVENS LK,MONTEREY,MA,1245,25003,4135284207,InfoGroup,2005
200533179,A-1 SEPTIC & SEWER SVC,85|HORRIGAN RD,CLARKSBURG,MA,1247,25003,4136638351,InfoGroup,2005
200532922,BERKSHIRE CLASSIC,74|MAIN ST,LENOX,MA,1240,25003,4136370727,InfoGroup,2005
200533002,INNOVATION CAPITAL RESEARCH,56|HOUSATONIC ST,LENOX,MA,1240,25003,4136376907,InfoGroup,2005
200533281,SMITH WATSON & CO,85|MAIN ST,NORTH ADAMS,MA,1247,25003,4136644650,InfoGroup,2005
200532980,CAMERON HOUSE ASSISTED LIVING,109|HOUSATONIC ST,LENOX,MA,1240,25003,4136373100,InfoGroup,2005
200533058,TRADITIONS,52|CRYSTAL ST,LENOX DALE,MA,1242,25003,4136378290,InfoGroup,2005
200533360,NORTH ADAMS REG HOSP-PATH LAB,1|HOSPITAL AVE,NORTH ADAMS,MA,1247,25003,4136645160,InfoGroup,2005
200533414,PEDERCINI'S BEAUTY SALON,85|MAIN ST,NORTH ADAMS,MA,1247,25003,4136639715,InfoGroup,2005
200533165,FAMILY DENTAL CARE,98|CHURCH ST,NORTH ADAMS,MA,1247,25003,4136646737,InfoGroup,2005
200533462,HERITAGE APARTMENTS,85|MAIN ST,NORTH ADAMS,MA,1247,25003,4136647730,InfoGroup,2005
200533534,NIGHT SHIFT CAFE,59|MAIN ST,NORTH ADAMS,MA,1247,25003,4136646228,InfoGroup,2005
200533251,CAMPOLI & CAMPOLI,40|MAIN ST,NORTH ADAMS,MA,1247,25003,4136639501,InfoGroup,2005
200533597,ENTERPRISE RENT-A-CAR,303|STATE ST,NORTH ADAMS,MA,1247,25003,4136647620,InfoGroup,2005
200533659,JACK'S HOT DOG STAND,12|EAGLE ST,NORTH ADAMS,MA,1247,25003,4136649006,InfoGroup,2005
200533356,ASSOCIATES IN UROLOGY PC,77|HOSPITAL AVE,NORTH ADAMS,MA,1247,25003,4136622486,InfoGroup,2005
200533684,ADAMS NURSING HOME,175|FRANKLIN ST,NORTH ADAMS,MA,1247,25003,4136644042,InfoGroup,2005
200533738,AUGE SAN SOUCIE SIMMONS,46|N CHURCH ST,NORTH ADAMS,MA,1247,25003,4136638000,InfoGroup,2005
200533436,NORTHERN BERKSHIRE FAMILY PRAC,820|STATE RD,NORTH ADAMS,MA,1247,25003,4136644088,InfoGroup,2005
200533493,MEEHAN ELECTRONICS,1544|CURRAN MEMORIAL HWY,NORTH ADAMS,MA,1247,25003,4136649377,InfoGroup,2005
200533545,DERMATOLOGY-BERKSHIRES PC,40|MAIN ST,NORTH ADAMS,MA,1247,25003,4136636769,InfoGroup,2005
200533773,UNION SERVICE,128|UNION ST,NORTH ADAMS,MA,1247,25003,4136638625,InfoGroup,2005
200533843,GRAMERCY BISTRO,24|MARSHALL ST,NORTH ADAMS,MA,1247,25003,4136635300,InfoGroup,2005
200533647,GALLUP & CASEY INSURANCE SVC,40|MAIN ST,NORTH ADAMS,MA,1247,25003,4136636576,InfoGroup,2005
200533722,RAYTEL COMMUNICATIONS,36|AUTUMN DR,NORTH ADAMS,MA,1247,25003,4136636100,InfoGroup,2005
200533914,,93|CHURCH ST,NORTH ADAMS,MA,1247,25003,4136622285,InfoGroup,2005
200533955,,77|HOSPITAL AVE,NORTH ADAMS,MA,1247,25003,4136638365,InfoGroup,2005
200533790,TIRE WAREHOUSE RETAIL,922|CURRAN MEMORIAL HWY,NORTH ADAMS,MA,1247,25003,4136648517,InfoGroup,2005
200533987,OTIS LIBRARY,48|N MAIN RD,OTIS,MA,1253,25003,4132690109,InfoGroup,2005
200534113,M J TUCKER'S,8|ROUTE,SANDISFIELD,MA,1255,25003,4132584945,InfoGroup,2005
201030305,PLASTIC STERILIZING TRAYS CORP,1520|EAST ST,PITTSFIELD,MA,1201,25003,4134478051,InfoGroup,2010
2005571116,PEOPLES BANK,2586|SUMMER ST,STAMFORD,CT,6905,9001,2033593398,InfoGroup,2005
2005571170,MAIL BOXES ETC,65|HIGH RIDGE RD,STAMFORD,CT,6905,9001,2033560022,InfoGroup,2005
201030364,SMOKING CESSATION PROGRAM,165|TOR CT,PITTSFIELD,MA,1201,25003,4134992602,InfoGroup,2010
201030407,UPS STORE,180|ELM ST,PITTSFIELD,MA,1201,25003,4134482568,InfoGroup,2010
2005571218,,70|BELLTOWN RD,STAMFORD,CT,6905,9001,2036020793,InfoGroup,2005
2005571245,,940|HIGH RIDGE RD,STAMFORD,CT,6905,9001,2039680737,InfoGroup,2005
201030504,PELLEGRINI SEELEY RYAN,27|HENRY AVE,PITTSFIELD,MA,1201,25003,4134457750,InfoGroup,2010
2005571257,ADVISORY SERVICES GROUP INC,37|WOODMERE RD,STAMFORD,CT,6905,9001,2039781950,InfoGroup,2005
2005571487,INSURANCE EXCHANGE,25|3D ST,STAMFORD,CT,6905,9001,2033588302,InfoGroup,2005
201030583,COHEN KINNE VALICENTI & COOK,28|NORTH ST,PITTSFIELD,MA,1201,25003,4134439399,InfoGroup,2010
201030683,HAIR EXPRESS,61|CHESHIRE RD,PITTSFIELD,MA,1201,25003,4134454933,InfoGroup,2010
2005571523,STAMFORD NEUROLOGICAL,22|5H ST,STAMFORD,CT,6905,9001,2033591206,InfoGroup,2005
2005571553,ORTHOPAEDIC SURGERY & SPORTS,1290|SUMMER ST,STAMFORD,CT,6905,9001,2033237331,InfoGroup,2005
2005571593,REEF & FIN INC,59|HIGH RIDGE RD,STAMFORD,CT,6905,9001,2033253562,InfoGroup,2005
201030737,COAKLEY PIERPAN DOLAN/COLLINS,1|BERKSHIRE SQ,ADAMS,MA,1220,25003,4137437000,InfoGroup,2010
201030801,,19|DEPOT ST,ADAMS,MA,1220,25003,4137439028,InfoGroup,2010
2005571655,STA CONSULTING,56|LANTERN CIR,STAMFORD,CT,6905,9001,2035950897,InfoGroup,2005
2005571687,PANINI II,2777|SUMMER ST,STAMFORD,CT,6905,9001,2039649368,InfoGroup,2005
201030880,MEEHAN & CO,7|HOOSAC ST,ADAMS,MA,1220,25003,4137434300,InfoGroup,2010
201030959,ADAMS TRUCKING CO INC,22|NEWARK ST,ADAMS,MA,1220,25003,4137433371,InfoGroup,2010
2005571822,RYAN RYAN JOHNSON & DELUCA,80|4H ST,STAMFORD,CT,6905,9001,2033579200,InfoGroup,2005
201031044,OAK TREE INC,201|BUNCE RD,ASHLEY FALLS,MA,1222,25003,4132298798,InfoGroup,2010
2005571854,DISTINCTIVE LANDSCAPING,27|RANDALL AVE,STAMFORD,CT,6905,9001,2033160574,InfoGroup,2005
2005571898,GYM SOURCE,1008|HIGH RIDGE RD,STAMFORD,CT,6905,9001,2033299233,InfoGroup,2005
201031125,WASHINGTON SELECTMEN,8|SUMMIT HILL RD,WASHINGTON,MA,1223,25003,4136238878,InfoGroup,2010
